#image_points 
    507, 477
    75, 1009
    632, 858
    681, 759
    1103, 785
    1527, 620
    1467, 681
    1636, 841
    598, 411
    1033, 1017
    55, 787
    1033, 719
    1159, 555
    672, 995
    56, 451
    1263, 513
    752, 383

#world_points 
    543.962313, 7292.203441, 600.963  
    713.274050, 6929.082331, 589.824  
    757.439502, 6999.928292, 591.292  
    738.349829, 7052.387141, 592.425  
    821.543576, 7062.777314, 592.567 
    896.692233, 7212.609937, 598.850  
    888.161969, 7157.657307, 596.438 
    918.068844, 7062.049784, 593.801  
    486.468058, 7452.054108, 607.842  
    833.911139, 6968.987955, 590.658 
    646.138281, 6991.447694, 591.536  
    799.768475, 7097.178996, 594.210  
    793.536192, 7256.339499, 598.947 
    783.501638, 6961.572028, 590.707  
    349.067037, 7280.106479, 601.674  
    809.917398, 7334.331416, 600.906  
    519.615623, 7551.238860, 611.957 
